text,sentiment,text_length,clean_text
work! still feel like crap! ,negative,28,work still feel like crap
@Nany710 thanks dude (: por ahora solo tienes q checar mi nuevo twitground ,positive,75,thanks dude por ahora solo tienes q checar mi nuevo twitground
"@miheekimkort i think we said 11?  looking forward to it, too!!  ",positive,65,i think we said looking forward to it too
@garpods22 Hey its getting crazy in chat lol talk to you later ,positive,63,hey its getting crazy in chat lol talk to you later
att workkk dyinggg to get the fxckkkkk outt ,negative,44,att workkk dyinggg to get the fxckkkkk outt
Yet ANOTHER lovely day! Just been for a long walk &amp; made friends with a dog called Monty! haha! He was beautiful!  lol.,positive,123,yet another lovely day just been for a long walk amp made friends with a dog called monty haha he was beautiful lol
"@maxine_c Morning! just got ur twt and pm from last night. Why all the screaming! I will write more, I just haven't yet... sorry!  U ok?",positive,136,morning just got ur twt and pm from last night why all the screaming i will write more i just havent yet sorry u ok
one exam left  then back to school... rubbishhhh!!!!,positive,52,one exam left then back to school rubbishhhh
I stepped on a sewing pin   Darn textiles.,negative,42,i stepped on a sewing pin darn textiles
Grrrr..... I cnt sleep!  -Time is of essence-,negative,45,grrrr i cnt sleep time is of essence
"at the Suolahti, Finland.. Wow, wow, wow!  me&amp;my car...",positive,59,at the suolahti finland wow wow wow meampmy car
@bootyinvasion word up. i somehow fucked up with OB though man. it's like it was a freakin curse ,negative,97,word up i somehow fucked up with ob though man its like it was a freakin curse
@patrick Did you ever publish the Next Web 2009 pictures? Can't find them ,positive,74,did you ever publish the next web pictures cant find them
@GQuizzle I hope my good frin DJ GQ can spin records and talk about how Esurance sucks for me tonight ,negative,102,i hope my good frin dj gq can spin records and talk about how esurance sucks for me tonight
Lost me phone  but at least im home!,negative,36,lost me phone but at least im home
i've tried so hard to make my life balance in every way but i guess it just couldn't be like that ,negative,98,ive tried so hard to make my life balance in every way but i guess it just couldnt be like that
going out! have a good nap @f_nadzirah ,positive,39,going out have a good nap
Ok guys... I'm going to do Follow Friday list a little later in the day... ,positive,75,ok guys im going to do follow friday list a little later in the day
Lexeedaly22 have fun! ,positive,22,lexeedaly have fun
@KhuramMalik Thanks for the link. saw abt 3 new ones i nv seen b4 there  much appreciated,positive,89,thanks for the link saw abt new ones i nv seen b there much appreciated
@gary_kirk  That is such a shame! I would have loved to see it.,negative,63,that is such a shame i would have loved to see it
@PaulineMJ Are you going again? ,negative,32,are you going again
Grou.ps is being totally lame. ,negative,31,groups is being totally lame
@wantsize0 thanx ,positive,17,thanx
Grrrrr....stupid dogs. Stupid not being house broken. ,negative,54,grrrrrstupid dogs stupid not being house broken
"Federer won the third and finally showing grit and determination, still long way to go but starting to believe again ",positive,117,federer won the third and finally showing grit and determination still long way to go but starting to believe again
I won rugby district championships yesterday  (via #zenjar ),positive,60,i won rugby district championships yesterday via zenjar
Had Wings N' Things for lunch and it was depressing- I couldn't taste anything ,negative,79,had wings n things for lunch and it was depressing i couldnt taste anything
@yagirldwoods  i havent gotten a reply from you in a long time i need you to be at another event cause i want another pic lol,negative,125,i havent gotten a reply from you in a long time i need you to be at another event cause i want another pic lol
I miss being able to grill filets when I want one.  ,negative,52,i miss being able to grill filets when i want one
"@CaseyJackson09 yes, sorry i was just about to tweet you ",positive,57,yes sorry i was just about to tweet you
@davettez hey there! glad to see you on twitter ,positive,48,hey there glad to see you on twitter
@diana_mazzone There is something wrong with the entry site....it is temporarily down. ,negative,87,there is something wrong with the entry siteit is temporarily down
Just had his license taken away ,negative,32,just had his license taken away
@liiaszta oh i see. i'll go online if i'm done with exam preparation okok? ,positive,75,oh i see ill go online if im done with exam preparation okok
not long till i finish this evening...then back in tomorrow at half 9.  I want to be off though ,negative,96,not long till i finish this eveningthen back in tomorrow at half i want to be off though
@lindsaymcewan That is such a disturbing last sentence of yours. ,positive,65,that is such a disturbing last sentence of yours
At work wishing to be in the sun! and not wanting the maths exam tomorrow ,negative,74,at work wishing to be in the sun and not wanting the maths exam tomorrow
What? It's only Thursday?? Oh no!!!!!! ,negative,39,what its only thursday oh no
"@siginho good morning ... have a great time at Kolleg, iam waiting for your report... ",positive,86,good morning have a great time at kolleg iam waiting for your report
"#FF @qianam  Follow Qiana because she likes sports, is gorgeous and said she is going to tweet me up in person when she gets to LA ",positive,131,ff follow qiana because she likes sports is gorgeous and said she is going to tweet me up in person when she gets to la
@Djrelyt i lover that show. don't really get to watch it though ,negative,64,i lover that show dont really get to watch it though
miss..... cousins  lajutah family gathering             P.S feeling despondent,negative,78,miss cousins lajutah family gathering ps feeling despondent
Ois proud of herself and wishes a certain somebody else was too ,negative,64,ois proud of herself and wishes a certain somebody else was too
got back from hastings/bexhill last night - brill wknd got a little bit burnt - ooops ,positive,86,got back from hastingsbexhill last night brill wknd got a little bit burnt ooops
@Megskkaa right on. ,positive,20,right on
wolfKiss Essential Oil Creations - Last day! BUY 1 GET 1 FREE WITH FREE SHIPPING  Come on by! http://www.bonanzle.com/booths/WolfKiss,positive,133,wolfkiss essential oil creations last day buy get free with free shipping come on by
So it's official. @TerribleD_UOE hates me because of my gay jokes. My good mood is gone. SAAAAAAAAD ,negative,100,so its official hates me because of my gay jokes my good mood is gone saaaaaaaad
"@Anjeebaby She's not a bat, she's an elf. @nightwatchelf I've been quite nice really, I could've made you play them ",positive,116,shes not a bat shes an elf ive been quite nice really i couldve made you play them
is going to chinese restaurant with the girls now! It'll be the last time I will see my chinese friend ,negative,103,is going to chinese restaurant with the girls now itll be the last time i will see my chinese friend
Watching Dark Knight. The Wifey went to work    ~Harlyn yo~,negative,59,watching dark knight the wifey went to work harlyn yo
My internets not working  x,negative,27,my internets not working x
@OhSweetNibblets me too- losing followers ,negative,42,me too losing followers
: really not looking forward to taking two 4 hour online A&amp;P tests tomorrow ,negative,80,really not looking forward to taking two hour online aampp tests tomorrow
@xocaligirlyxo Aunt Cindy doesn't love me does she? ,negative,52,aunt cindy doesnt love me does she
@cfscrewed thats just OS X Leopard combined with Geektool and Docker ,positive,69,thats just os x leopard combined with geektool and docker
my picture isnt working for me! ugh! i keep trying to change it but the thing isnt working. i hate macbooks sometimes ,negative,118,my picture isnt working for me ugh i keep trying to change it but the thing isnt working i hate macbooks sometimes
had a great round of golf. top ten. celebrated nena's bday. now anxiously awaiting the return of my girlfriend.  a great day indeed.,positive,132,had a great round of golf top ten celebrated nenas bday now anxiously awaiting the return of my girlfriend a great day indeed
@LovemesomeDDub Awww home now. No more Boston.  But you have Memphis soon!,negative,74,awww home now no more boston but you have memphis soon
@CourtneyCummz one more pic! ,positive,29,one more pic
grey's time!  can't wait to see UP tomorrow ,positive,44,greys time cant wait to see up tomorrow
@xiane_org Feel free! And thank you. ,positive,37,feel free and thank you
perhaps if I made the text bigger...? There is NOTHING left to say. ,negative,68,perhaps if i made the text bigger there is nothing left to say
"Just confiscated a recorder from a young child, feel quite bad ",negative,63,just confiscated a recorder from a young child feel quite bad
I had 14hours of sleep last night. Thats how tired I am. My legs hurt so much after walking so much yesterday ,negative,110,i had hours of sleep last night thats how tired i am my legs hurt so much after walking so much yesterday
"dude if ya cant get ur money back. on the ticket or even sell it, ill send the money over. im gutted i cant go ",negative,111,dude if ya cant get ur money back on the ticket or even sell it ill send the money over im gutted i cant go
"@ceichstaedt I guess it'll work under fusion. Otherwise you'll have to boot directly to Vista just to do some online banking, which sucks ",negative,138,i guess itll work under fusion otherwise youll have to boot directly to vista just to do some online banking which sucks
"Once again, i fit a semester of chem notes on an index card. i need a magnifying glass to actually read it but ITS THERE. ",positive,122,once again i fit a semester of chem notes on an index card i need a magnifying glass to actually read it but its there
Wohoo!!! The Giants beat the St. Louis Cardinals 5-3 to take the series!!  Of course I was at the only losing game of the series. ,negative,130,wohoo the giants beat the st louis cardinals to take the series of course i was at the only losing game of the series
that was a good movie. enjoy ,positive,29,that was a good movie enjoy
I hate shops who leave security tags on things and you don't realise until you get home!  Booo wanna wear my new dress ,negative,119,i hate shops who leave security tags on things and you dont realise until you get home booo wanna wear my new dress
@keysee hehe cool! Cool photos btw. I wish I had a real camera and not just my shitty iPhone cam ,negative,97,hehe cool cool photos btw i wish i had a real camera and not just my shitty iphone cam
"@toyaberry : Hey Ms Berry  Da weekend was great, sportish tho, da FIFA ConfedCup started &amp; it's happenin rite here @ home  Enjoy ur week",positive,140,hey ms berry da weekend was great sportish tho da fifa confedcup started amp its happenin rite here home enjoy ur week
crying... ,negative,10,crying
tiyan hurts. time for emergency chunky! ,positive,40,tiyan hurts time for emergency chunky
@cazbar82 You still stay you don't like Twitter... ,positive,51,you still stay you dont like twitter
@wahliaodotcom now now... sometimes less is more. ,positive,50,now now sometimes less is more
"At the bar waiting for my friend. Don't know the bar tender on duty, but apparently he's ignoring me. ",negative,102,at the bar waiting for my friend dont know the bar tender on duty but apparently hes ignoring me
lets blow stuff up ,positive,19,lets blow stuff up
@kbranch thanks so much ,positive,24,thanks so much
parting wit Elisha   ,negative,21,parting wit elisha
"@CrunkStella hows your day ?  you're not on msn much now..    theres hardly anyone on msn, what am i gonna do ?! lol. X",negative,119,hows your day youre not on msn much now theres hardly anyone on msn what am i gonna do lol x
@thelotusgarden aaaah she's here!    Now I can get updates from your cell saying things like : thelotusgarden is taking a ghost poo!  LOL,positive,137,aaaah shes here now i can get updates from your cell saying things like thelotusgarden is taking a ghost poo lol
When God created man i also believed he created a million people to get on ya tits for a laff ,negative,94,when god created man i also believed he created a million people to get on ya tits for a laff
im bored someone talk too me please ,negative,36,im bored someone talk too me please
just finished pilates ,positive,22,just finished pilates
"Fixed display of code samples on automateit.org website. New Hpricot parser made nice multiline styled code into unbroken, unstyled text. ",negative,138,fixed display of code samples on automateitorg website new hpricot parser made nice multiline styled code into unbroken unstyled text
"At Mandarin House, omnomnomnomnom. ",positive,35,at mandarin house omnomnomnomnom
"@hehmorris I had a great time, too...thank you so much...it meant so much to me!! See you at 1PM!! ",positive,99,i had a great time toothank you so muchit meant so much to me see you at pm
Still something wrong with my pic. Twitter!! I have done nothing to you.... ,negative,76,still something wrong with my pic twitter i have done nothing to you
@Pierceactive Thank you for letting me follow you   Hailey,positive,58,thank you for letting me follow you hailey
@avasamone You know what I find worse than having kids and not supporting them.... Going thru so many women u don't know you have them. ,negative,136,you know what i find worse than having kids and not supporting them going thru so many women u dont know you have them
is feeling good today...finally! ,positive,33,is feeling good todayfinally
"@spiralhosting Cool , I look forward to it  Looking at expanding in July.",positive,73,cool i look forward to it looking at expanding in july
@hnprashanth dude i'm so jealous o u guys!n angry too!u had to have d tweet up today?  i so badly wanted to attend it!damn my effin exam,negative,136,dude im so jealous o u guysn angry toou had to have d tweet up today i so badly wanted to attend itdamn my effin exam
Up  gonna go get special K cereal! with tha strawberries lol ,positive,61,up gonna go get special k cereal with tha strawberries lol
says first week of teaching... suspended and classes  http://plurk.com/p/z5le8,negative,78,says first week of teaching suspended and classes
I'm totally stoked to find one of my faborite bloggers here! ,positive,61,im totally stoked to find one of my faborite bloggers here
@riikabob Sooooul Traaaain. Old School ST was really great. I should have appreciated it more. Congrats on your 500th tweet. ,positive,125,sooooul traaaain old school st was really great i should have appreciated it more congrats on your th tweet
i wanna have someone to hold.  but who?,negative,39,i wanna have someone to hold but who
What is the WORST interview question you've ever been asked?  Worst interview scenario period? I will put best ones in next blog. ,positive,130,what is the worst interview question youve ever been asked worst interview scenario period i will put best ones in next blog
"@ossobear In the cookie jar, of course ",positive,39,in the cookie jar of course
And its raining ,negative,16,and its raining
"i cannot see any columns in tweet deck. wtf. and @lethal_logan trying to call you, loads, not connecting. pffft  stop asking hahaha",negative,131,i cannot see any columns in tweet deck wtf and trying to call you loads not connecting pffft stop asking hahaha
I have been a busy bee. Promotion @ work means more responsibilities w/out compensation ,negative,88,i have been a busy bee promotion work means more responsibilities wout compensation
@Mirenny @JonathanRKnight I saw it...I have been away from twitter all day.  got on and it was the 1st thing i saw.  was confused.  ,negative,132,i saw iti have been away from twitter all day got on and it was the st thing i saw was confused
"@ChelseaHeptig Yep, that was it! LOL I never did it but had heard of it ",positive,72,yep that was it lol i never did it but had heard of it
@Jordanknight Feeling a little sad that I didn't win. I guess I still love you anyways ,positive,87,feeling a little sad that i didnt win i guess i still love you anyways
"@DavidArchie hey, thanks for replying. i got more followers because of it. haha  not much but still..thanks  hehe",positive,113,hey thanks for replying i got more followers because of it haha not much but stillthanks hehe
"@airynothing   Maybe change into them as soon as you get off the plane, before you get out of security? (Where are you going?)",negative,126,maybe change into them as soon as you get off the plane before you get out of security where are you going
@OpenParenthesis i kinda am too =/ but DONT BEEE  ull prolly go to one of ere concerts one day ;) &lt;3,positive,103,i kinda am too but dont beee ull prolly go to one of ere concerts one day lt
@Diamondkels really thinks she's Beyonce since she got that ponytail in!  LMAO  I love you KELS!!!  ,positive,100,really thinks shes beyonce since she got that ponytail in lmao i love you kels
@hoezay__x3 they kept him. June 9th he haves court ,negative,51,they kept him june th he haves court
"@doctorow Scott Pilgrim is great! I devoured them all about a month ago, and then realised that I have to wait MONTHS for the final one! ",negative,137,scott pilgrim is great i devoured them all about a month ago and then realised that i have to wait months for the final one
yea  @xXdespairXx btw have u knew what happend with a7x when they were in mexico?,negative,81,yea btw have u knew what happend with ax when they were in mexico
it`s cold outside today.... want to go shopping ,positive,48,its cold outside today want to go shopping
 blowdrying my hair,positive,19,blowdrying my hair
@drwiz Sigh. One more pessimist. Where are all the merit candidates? ,negative,69,sigh one more pessimist where are all the merit candidates
"kick  butt, Chuck has been renewed for a third season.  Sucks only 13 episodes though.    http://tr.im/lF45",negative,107,kick butt chuck has been renewed for a third season sucks only episodes though
Going to TST for some éº»è¾£é?¢ãã anyone knows where to get Y3 stuff .. HK very expensive ,negative,94,going to tst for some anyone knows where to get y stuff hk very expensive
Good morning! Care to join me for a home made latte on the porch? ,positive,66,good morning care to join me for a home made latte on the porch
It finally stopped raining!  ,positive,29,it finally stopped raining
@swear_bot sorry ,negative,17,sorry
AH! New Georgia Nicholson book on Thursdaaaay! It's the last one though ,negative,72,ah new georgia nicholson book on thursdaaaay its the last one though
"@britt_mxgirl Yeah but its only 72 now, so thats good. But it rained earlier, thats like a week straight raining. ",negative,114,yeah but its only now so thats good but it rained earlier thats like a week straight raining
"@angelarrr @angelarrr  I'm sorry. If all else fails, there's always grad school...",negative,82,im sorry if all else fails theres always grad school
This always happens to me  its not fair to get ur hopes shot down on a daily baises ...,negative,87,this always happens to me its not fair to get ur hopes shot down on a daily baises
@RAEthoven girl i cant do it! on step into the Vogue and im looking like Don King ,negative,82,girl i cant do it on step into the vogue and im looking like don king
"@jpiasentin This is good, we're recruiting. Soon we will have hundreds @ replying to Kevin. Thanks @agentsarah6 !  ",positive,115,this is good were recruiting soon we will have hundreds replying to kevin thanks
Can't wait until #BGT is over. It's really filling up my timeline. ,negative,67,cant wait until bgt is over its really filling up my timeline
@JourdanChaTaun aww shit.     Just saw I missed ur call.. I'm bout to call u back.,negative,82,aww shit just saw i missed ur call im bout to call u back
"@sweetaddictions when u get a chance, can yall record a bubble tweet 4 me 2 post on the page?.. thanx ",positive,102,when u get a chance can yall record a bubble tweet me post on the page thanx
Days like this I miss living under the roof and listening to the sound of the rain against the window. ,negative,103,days like this i miss living under the roof and listening to the sound of the rain against the window
@ka3drr  hi from my apartment in boston. listening to my across the street neighbors practice with their brand- kinda nice to have music ,positive,137,hi from my apartment in boston listening to my across the street neighbors practice with their brand kinda nice to have music
@lilandtedsmum *places ice cold drink and Pannini in hand* as a thanx for the #Guinness at the weekend ,positive,103,places ice cold drink and pannini in hand as a thanx for the guinness at the weekend
"Off to bed soon, got school in the morning again  i hate school",negative,63,off to bed soon got school in the morning again i hate school
@StandingFirmCM Awesome! Enjoy your easy day &amp; your coffee! ,positive,64,awesome enjoy your easy day amp your coffee
GOOD MORNING TWITTERVERSE! WHAT A WONDERFUL SUNDAY IT IS TODAY. last nite i had the best sleep that i've had in days. Good times ,positive,129,good morning twitterverse what a wonderful sunday it is today last nite i had the best sleep that ive had in days good times
"I am multitasking, looking at wedding gowns, talking on the phone, and uploading pics to Photobucket. I love being a nightowl! ",positive,127,i am multitasking looking at wedding gowns talking on the phone and uploading pics to photobucket i love being a nightowl
@jamsters too bad you hate brigitta ,negative,36,too bad you hate brigitta
Morning everyone! I'm up but gna go back to sleep. I couldn't get to sleep for the life of me last night  yuck! Hope 2 day is gna be good!,negative,138,morning everyone im up but gna go back to sleep i couldnt get to sleep for the life of me last night yuck hope day is gna be good
FOREX TRADE GOLD OIL Currency Trading at its finest  Easiest platform available http://tinyurl.com/qjjp96,positive,105,forex trade gold oil currency trading at its finest easiest platform available
got awful stomach cramps this morning and i can hardly walk. And i have two exams ,negative,82,got awful stomach cramps this morning and i can hardly walk and i have two exams
Happy aniversary Backstreet Boys OMG! 16 years. I love you so much...... kisses ,positive,80,happy aniversary backstreet boys omg years i love you so much kisses
"@forsgren det blev pp Ã¤ndÃ¥, shake things up. ",positive,47,det blev pp nd shake things up
@atrocity79 sorry!!!  what can I say?!,negative,38,sorry what can i say
"@ddlovato and then norway, right? ",positive,34,and then norway right
"Watching the Stanley Cup WITHOUT @LookitsDylan  oh well, red wings are gonna kick his penguins butts!",negative,101,watching the stanley cup without oh well red wings are gonna kick his penguins butts
Sad that the Cav's Lost......  Lebron if you need a hug i'm free to give you one hahaha.,negative,88,sad that the cavs lost lebron if you need a hug im free to give you one hahaha
went to bed too late and now I'm up too early. it already feels like a bad day ,negative,79,went to bed too late and now im up too early it already feels like a bad day
@mmitchelldaviss amazing pillow i want one so bad ,negative,50,amazing pillow i want one so bad
@wahliaodotcom Yes please. Would love to take a look at your masterpiece ,positive,73,yes please would love to take a look at your masterpiece
@suelarsen Thanks for following  xx,positive,35,thanks for following xx
looking forward to tomorrow! ,positive,29,looking forward to tomorrow
study halll no proctor ,positive,23,study halll no proctor
Talking with @smaileybug101 and @xoxotwinsiepoo. @xoxotwinsiepoo Ã¬s spending the night. ,positive,89,talking with and s spending the night
@banjotan I will keep an eye out for a handsome hermit/writer in sunset colored pants.  ,positive,88,i will keep an eye out for a handsome hermitwriter in sunset colored pants
@davemckinley27 thats not good dude!~glad to see your enjoying tho! ,positive,68,thats not good dudeglad to see your enjoying tho
"@tommcfly yeah, calm down! sad that you're be miles away soon  but anyway, #southamericalovesmcfly , don't forget that please!",negative,126,yeah calm down sad that youre be miles away soon but anyway southamericalovesmcfly dont forget that please
@Footballwife Thanks for the heads up on Katie.  ,positive,49,thanks for the heads up on katie
@mads_x3 indeed you are :O and im italian  i think,positive,50,indeed you are o and im italian i think
"That didn't even feel like sleeping in! Still tiiired   Oh well, let's get started on the day...I'm thinkin haircut",negative,115,that didnt even feel like sleeping in still tiiired oh well lets get started on the dayim thinkin haircut
Aggravted &amp; I couldn't even tell you why if you asked ,negative,58,aggravted amp i couldnt even tell you why if you asked
@boberto84 Seems like you are so used to tweeting to me! haha... Shame about Glasto though  I need something to do for the next 3 moths,negative,135,seems like you are so used to tweeting to me haha shame about glasto though i need something to do for the next moths
@JakeM That is really sad.  ,negative,28,that is really sad
"@nandeb Yes, good memory! I should give her a jelly bean soon and videotape her. ",positive,81,yes good memory i should give her a jelly bean soon and videotape her
@thejessset Thanks so much for tonight ,positive,39,thanks so much for tonight
Wish i was in France ,negative,21,wish i was in france
@montelimart63 @retrosky How much of the wb are you guys gonna do? I don't understand much of it... ,negative,100,how much of the wb are you guys gonna do i dont understand much of it
@EveSieminski So Poles drink so they'll feel better the next afternoon? No hangover from vodka right? I've seen different ,positive,122,so poles drink so theyll feel better the next afternoon no hangover from vodka right ive seen different
@jeorgina I know  I am almost finished!,negative,39,i know i am almost finished
"@DivineDavy u welcome  the show was ok, not too many people. and u where right... he grabbed us and wanted us to come on stage lol",positive,130,u welcome the show was ok not too many people and u where right he grabbed us and wanted us to come on stage lol
@moinsdezero wellll talk to me then! we havent talked in so long. ,negative,66,wellll talk to me then we havent talked in so long
is awake!  But got woken up by Kieran James Steer...asfadasafxsxfads x.x http://plurk.com/p/z28xv,positive,97,is awake but got woken up by kieran james steerasfadasafxsxfads xx
Ive had such a bad headache for like the last 4 days and it won't go away. Grr ,negative,79,ive had such a bad headache for like the last days and it wont go away grr
"@Steffisticated Thank you, ate. ",positive,32,thank you ate
@hollyvale LOL yeah everyone was standing ;) I got bruised from hannah and ellie when mcfly came on ,negative,100,lol yeah everyone was standing i got bruised from hannah and ellie when mcfly came on
@jamie_oliver I failed again to become a winner..... ,negative,53,i failed again to become a winner
"Ohhh, my backkk!  Going to bed. Goodnight, Twitter!",negative,51,ohhh my backkk going to bed goodnight twitter
"@ratih25 i got in to a fight again with him huhu dia mrh ama gue tanpa alasan gitu ratttt sedih bgt sumpah,pelukkkkk dong ",negative,122,i got in to a fight again with him huhu dia mrh ama gue tanpa alasan gitu ratttt sedih bgt sumpahpelukkkkk dong
"Visiting family in San Antonio, plan to head home later today, back to work tomorrow ",negative,85,visiting family in san antonio plan to head home later today back to work tomorrow
"If dogs reflect their owners, I wonder how mine would be like ",positive,62,if dogs reflect their owners i wonder how mine would be like
"@jacks1234 this is freaky, listening to loveline archive and you just popped up!!! lol. it is part of my moping about not seeing them ",negative,134,this is freaky listening to loveline archive and you just popped up lol it is part of my moping about not seeing them
...then round off your night at WhirlyBall watching the Chicago White Sox vs. Oakland Athletics in giant HD. ,positive,109,then round off your night at whirlyball watching the chicago white sox vs oakland athletics in giant hd
@KatrinaSidonia peace out ,negative,26,peace out
"@charcoaldesigns no, we were on the streets, headed to my youngest bro's baseball game. Now she's in the shop ",negative,110,no we were on the streets headed to my youngest bros baseball game now shes in the shop
@rcn723 Link isn't working...  ,negative,31,link isnt working
@starsperm I get so confused when people go and change their usernames  IT'S DREADFUL.,negative,86,i get so confused when people go and change their usernames its dreadful
Just been taken too school by Dan Henderson ... ,negative,48,just been taken too school by dan henderson
Craving icecream but Jay won't go get some   WTH!  Oh well....too late to be eating anyways.,negative,92,craving icecream but jay wont go get some wth oh welltoo late to be eating anyways
My tattoo's so itchy ,negative,21,my tattoos so itchy
I need a free music web-site to listen to at work!!!!  They blocked playlist.com ,negative,81,i need a free music website to listen to at work they blocked playlistcom
@NileyAddict155 thank uuu!! i will accept ,positive,42,thank uuu i will accept
I think I'm gonna have to take out my nose stud permanently  it's too much of a hassle having to take it out all the time for work ,negative,131,i think im gonna have to take out my nose stud permanently its too much of a hassle having to take it out all the time for work
"Aaaah guys!  I found the owner of that cat I tried to save! Shame, she's so upset, but grateful that she now knows where he is ",negative,127,aaaah guys i found the owner of that cat i tried to save shame shes so upset but grateful that she now knows where he is
Really?? Then we should motivate it eachother cuz u rather sleep  lol @Kiwi_KiKiReeSTL,negative,86,really then we should motivate it eachother cuz u rather sleep lol
@LauraKelly28 me me me!!! ,positive,26,me me me
"@Katsweat   I know, my nk friends are awesome   I am a lucky girl",positive,65,i know my nk friends are awesome i am a lucky girl
"0012: Sigh, char is having a fever now  am getting worried. The transfusions have not stopped yet. Plasma, packed cells.",negative,120,sigh char is having a fever now am getting worried the transfusions have not stopped yet plasma packed cells
at work ,negative,8,at work
@CrystalLadi  I'll never forget that night. Not only was my 1st nephew born but @JonathanRKnight @ replied me...1st ever @ reply he did!,positive,136,ill never forget that night not only was my st nephew born but replied mest ever reply he did
"@MargalitWard Sure thing, plz lemme know if you cook up any yummy recipes using olive oil butter! ",positive,98,sure thing plz lemme know if you cook up any yummy recipes using olive oil butter
"I now have 5 bars.. now really happy with the pre  . Sprint needs more plan options though, we'll simplify them on Billshrink for them!",positive,135,i now have bars now really happy with the pre sprint needs more plan options though well simplify them on billshrink for them
heidi is scaring me with her excorcist voices. CRISTO! ,positive,55,heidi is scaring me with her excorcist voices cristo
Cleaning my house &amp; washing clothes. Mother's never get a day off. ,positive,71,cleaning my house amp washing clothes mothers never get a day off
"@sheelovewood aaaau thanks gi  , I really really love u.Thanks for being a really great friend.And forgiveme if i leave you sometime, ?",negative,135,aaaau thanks gi i really really love uthanks for being a really great friendand forgiveme if i leave you sometime
qooodmorninqq..qettin rdy then headin to schoool . ,positive,51,qooodmorninqqqettin rdy then headin to schoool
@Steampunker Gracias! I'm new to AT&amp;T so probably will need some kind of deposit... ,negative,88,gracias im new to atampt so probably will need some kind of deposit
I aint watchin the damn game..! But by the fucking tweets I'm getting It's pretty disappointing!  .. c'mon cavs! Can we get it together!!,negative,137,i aint watchin the damn game but by the fucking tweets im getting its pretty disappointing cmon cavs can we get it together
"just woke up, getting ready to go town. ",positive,40,just woke up getting ready to go town
@Rafas_tache i took it out yesterday but it wasnt in my bag when i got home ,negative,76,i took it out yesterday but it wasnt in my bag when i got home
"@len_111 hahah, not something i ACTUALLY said, but you aren't crazy to think that. SF misses you ",negative,97,hahah not something i actually said but you arent crazy to think that sf misses you
"@voxaeterno Ooooh, you got me there!  ",negative,38,ooooh you got me there
Who cares about a rejection on a Saturday morning? ,positive,51,who cares about a rejection on a saturday morning
@janinealino janine whoa dude hahah u really put the things i sent u sa fb ahhaha!!gee tnx janine ,positive,98,janine whoa dude hahah u really put the things i sent u sa fb ahhahagee tnx janine
"BORED! been prevising with rach bu she had to go to work, wish the swing chain was in the sun  BOO DAD!",negative,103,bored been prevising with rach bu she had to go to work wish the swing chain was in the sun boo dad
@pammelaaa Yeah but had to erase all your old data ,negative,51,yeah but had to erase all your old data
"@kaskade get well, miss you already here in manila. ",negative,52,get well miss you already here in manila
We do have a lovely purple clear round rosette though ,positive,54,we do have a lovely purple clear round rosette though
"@Realradiorobin The Scot comic was excellent! hope to see him again,really funny ",positive,81,the scot comic was excellent hope to see him againreally funny
@mashalanjum just as all my friends are ,positive,40,just as all my friends are
http://digg.com/u14iGM - Photos on Flickr from the Newport Computer Games Design Grad Show 09  For those who may have missed it!,positive,128,photos on flickr from the newport computer games design grad show for those who may have missed it
love it how a good song can cheer you up no end ,positive,48,love it how a good song can cheer you up no end
work  than changing my hair... don't know what I'm gonna do yet but it should be fun!,negative,85,work than changing my hair dont know what im gonna do yet but it should be fun
@sfinn33 thank you ,positive,19,thank you
Stresssedd Lads ,negative,16,stresssedd lads
@dinomite Rhapsody doesn't have this yet. My love for rhapsody drops every time it fails to have music that I want ,negative,115,rhapsody doesnt have this yet my love for rhapsody drops every time it fails to have music that i want
is indeed going offline and watching this movie. ,positive,49,is indeed going offline and watching this movie
"Going to bed, will have a new update for you first thing in the morning when I get up...Maybe i'll have breakfast first ",positive,120,going to bed will have a new update for you first thing in the morning when i get upmaybe ill have breakfast first
"@stephencouse no pandas at the zoo, i was going to buy you summat from the gift shop, but the cheapest thing was Â£100000000. ",negative,126,no pandas at the zoo i was going to buy you summat from the gift shop but the cheapest thing was
@sherinn Always the liverpool people ,negative,37,always the liverpool people
That interview went SO well- I think that job is mine ,positive,54,that interview went so well i think that job is mine
Finishing the last 10 minutes of The Firm from this afternoon.  Love Grisham. ,positive,78,finishing the last minutes of the firm from this afternoon love grisham
"Waiting on brett to pick me up for school. Boy, do I love wednesdays! No bus ",positive,77,waiting on brett to pick me up for school boy do i love wednesdays no bus
omg early day today. i came back from the gym in the rain today ,negative,64,omg early day today i came back from the gym in the rain today
yeaaaa GaÃ«l Monfils won ,positive,25,yeaaaa gal monfils won
Happy summer everyone...now if it only felt like summer ,negative,56,happy summer everyonenow if it only felt like summer
@HavanaTan props on the new spray bottle .. it makes me want to clean beds non*stop  the rest of the grls agree.,positive,112,props on the new spray bottle it makes me want to clean beds nonstop the rest of the grls agree
oreo always brightens up my day. ,positive,33,oreo always brightens up my day
at no twit marissas house. ,positive,27,at no twit marissas house
"I got told of wearing jeans again to work  Yeah offiially finished me diploma!! woop woop, Now what? lol",negative,104,i got told of wearing jeans again to work yeah offiially finished me diploma woop woop now what lol
